"date","weighted","close","high","low","open","volume"
"2021-03-11 24:03:00","64810623.4","64763982.11","65187049.03","64376261.73","64988692.67","28428531847.62"
"2021-03-12 01:03:00","65032900.43","65069321.49","65241404.53","64763982.11","64763982.11","19319323732.1"
"2021-03-12 02:03:00","64966487.64","65140624.97","65199708.55","64659755.41","65069321.49","17603969154.8"
"2021-03-12 03:03:00","65289906.35","65444651.95","65620892.4","64733434.06","65140624.97","25499625823.67"
"2021-03-12 04:03:00","65231852","64815964.25","65567956.04","64787612.74","65444651.95","16694787882.57"
"2021-03-12 05:03:00","65151231.52","65404873.42","65543558.75","64623415","64815964.25","19636581181.61"
"2021-03-12 06:03:00","65666824","65714081.74","65825182.61","65403611.02","65404873.42","27009421379.38"
"2021-03-12 07:03:00","65912345.83","66105704.51","66137959.41","65675345.83","65714081.74","28492588853.26"
"2021-03-12 08:03:00","66213122.6","66075765.58","66479878.17","66052819.38","66105704.51","28436549762.29"
"2021-03-12 09:03:00","65796528.34","65845534.79","66254023.5","65294780.31","66075765.58","39392381518.23"
"2021-03-12 10:03:00","65701437.01","65458953.4","66104579.89","65371725.62","65845534.79","28935569875.1"
"2021-03-12 11:03:00","65499662.21","65461402.67","65673670.9","65314817.74","65458953.4","20819067632.65"
"2021-03-12 12:03:00","65500821.11","65532356.23","65663685.81","65354225.2","65461402.67","17835218580.98"
"2021-03-12 13:03:00","65376024","65316726.7","65660239.8","65213890.73","65532356.23","21232825074.45"
"2021-03-12 14:03:00","65415951.92","65694960.49","65764867.68","65111173.61","65316726.7","22594669792.32"
"2021-03-12 15:03:00","65741330.13","65742913.06","65880961.28","65608744.42","65694960.49","21124004196.42"
"2021-03-12 16:03:00","65491550.3","65398108.74","65742913.06","65339373.5","65742913.06","24163107484.71"
"2021-03-12 17:03:00","65368441.63","65325799.48","65701079.57","65203927.8","65398108.74","23111012538.64"
"2021-03-12 18:03:00","65312113.78","65265517.73","65544732.09","65144462.51","65325799.48","17378247234.57"
"2021-03-12 19:03:00","65107163.7","65593244.48","65652100.78","64706162.52","65265517.73","29653057705.34"
