"date","weighted","close","high","low","open","volume"
"2021-02-19 01:02:00","57881265.34","57719159.29","58073221.73","57466577.3","57522694.92","40235003973.6"
"2021-02-19 05:02:00","57822766.12","57796203.77","58165923.36","57553192.55","57719159.29","46107295475.76"
"2021-02-19 09:02:00","57640920.52","57572206.79","58107248.51","57066613.77","57796203.77","99302625056.09"
"2021-02-19 13:02:00","57663842.68","57789569.15","57960562.14","57201853.02","57572206.79","81868817287.8"
"2021-02-19 17:02:00","58809470.34","59016943.42","59340171.34","57773134.4","57789569.15","103447622612.8"
"2021-02-19 21:02:00","59326890.85","60519350.3","60519351.09","58641423.14","59016943.42","97965901599.55"
"2021-02-20 01:02:00","61185599.77","61781229.51","62136133.7","60243933.84","60519350.3","96194164383.79"
"2021-02-20 05:02:00","62724567.23","63458579.55","63490639.79","61533841.08","61781229.51","100535563605.84"
"2021-02-20 09:02:00","63998782.49","63557896.54","64940227.87","62534237.75","63458579.55","182223093409.44"
"2021-02-20 13:02:00","63446409.75","63223268.6","63939226.28","63139129.1","63557896.54","88165765451.67"
"2021-02-20 17:02:00","63446508.36","64256634.8","64261994.48","62844642.43","63223268.6","87468625359.08"
"2021-02-20 21:02:00","64930880.46","64595849.15","65501806.48","64079567.51","64256634.8","152603152496.5"
"2021-02-21 01:02:00","65235121.85","65504896.75","65588197.16","64574362.27","64595849.15","76859368211.51"
"2021-02-21 05:02:00","64664703.44","64231812.75","65538424.21","63520662.82","65504896.75","118280795650.41"
"2021-02-21 09:02:00","64513061","65115530.98","65323857.21","63400745.08","64231812.75","134591018648.72"
"2021-02-21 13:02:00","64671487.25","64377284.41","65152049.52","64148046.1","65115530.98","82283473371.34"
"2021-02-21 17:02:00","64742393.33","64994346.1","65479469.27","64015368.78","64377284.41","106700643594.2"
"2021-02-21 21:02:00","64960373.94","64935114.61","65261953.98","64662056.52","64994346.1","86574639165.1"
"2021-02-22 01:02:00","65290832.54","65486907.22","65810598.36","64824826.49","64935114.61","60816451781.77"
"2021-02-22 05:02:00","65409311.51","65416083.59","65689676.31","65053137.91","65486907.22","68159773054.63"
"2021-02-22 09:02:00","64842746.88","64583621.49","65468024.56","64241730.01","65416083.59","131643744709.63"
"2021-02-22 13:02:00","63803001.38","64187610.18","64685422.05","62961490.69","64583621.49","156095956973.67"
"2021-02-22 17:02:00","62304706.01","61355615.23","64306875.73","60152790.06","64187610.18","164345484376.33"
"2021-02-22 21:02:00","59284967.04","60518722.87","61389110.82","54948740.2","61355615.23","241530512837.96"
"2021-02-23 01:02:00","60276608.28","60975366.9","61227867.07","58869325.57","60518722.87","124772579129.88"
"2021-02-23 05:02:00","61947316.15","61712720.28","63315784.51","60754969.58","60975366.9","141639441015.66"
"2021-02-23 09:02:00","58792148.02","57834780.97","61747124.94","56555968.33","61712720.28","193059891899.51"
"2021-02-23 13:02:00","56371759.92","56007964.2","58322369.45","54924411.51","57834780.97","172542682767.49"
"2021-02-23 17:02:00","53339845.33","52063528.32","56178372.35","50250084.79","56007964.2","226286826224.26"
"2021-02-23 21:02:00","53828126.7","54733380.86","55646064.86","51345834.35","52063528.32","193329638132.75"
"2021-02-24 01:02:00","53490560.16","52031352.78","55425704.64","51974792.37","54733380.86","120512092423.74"
"2021-02-24 05:02:00","54195346.87","55077842","55324876.28","51731335","52031352.78","118840640531.24"
"2021-02-24 09:02:00","55958912.56","57398070.05","57700201.6","52948476.74","55077842","160806888667.22"
"2021-02-24 13:02:00","56615654.45","56242548.58","58046053.52","55558754.68","57398070.05","139075222854.84"
"2021-02-24 17:02:00","56624518.22","56402866.51","57455120.19","55947645.75","56242548.58","94102588096.52"
"2021-02-24 21:02:00","55669097.97","55981944.98","57085605.86","54137468.37","56402866.51","127401514159.67"
"2021-02-25 01:02:00","55695757.07","55216149.67","56275538.29","55084010.38","55981944.98","63008609976.35"
"2021-02-25 05:02:00","55513445.12","56490652.12","56708147.02","54561196.59","55216149.67","96651128488.11"
"2021-02-25 09:02:00","57190896.39","56980568.15","57660940.85","56090618.94","56490652.12","160299219667.82"
"2021-02-25 13:02:00","56960212.79","56975438.62","57324957.13","56223033.63","56980568.15","2134067345060.8"
"2021-02-25 17:02:00","56133306.96","56799398.72","57085401.51","55294097.14","57032442.58","96282654760.94"
"2021-02-25 21:02:00","57578088.61","57388985.49","58715825.31","56603869.17","56799398.72","131434078651.09"
"2021-02-26 01:02:00","56845785.85","56484223.79","57890032.62","56210859.01","57388985.49","84272172147.61"
"2021-02-26 05:02:00","55456545.81","53819748.23","56580789.01","53742929.32","56484223.79","193237779315.73"
"2021-02-26 09:02:00","54117692.7","54508178.34","55021983.15","53129866.34","53819748.23","200540145594.36"
"2021-02-26 13:02:00","53319835.05","51805599.65","54814376.53","51581042.67","54508178.34","189990302664.61"
"2021-02-26 17:02:00","53297847.8","53470670.4","54147596.51","51760192.77","51805599.65","133806911798.1"
"2021-02-26 21:02:00","53731212.26","54401219.94","54644406.99","52992355.65","53470670.4","148261071294.57"
"2021-02-27 01:02:00","54371465.17","53672958.86","55200479.77","53384610.09","54401219.94","87913765744.52"
"2021-02-27 05:02:00","53180009.82","53664254.42","54022969.85","52165738.32","53672958.86","261550987895.48"
"2021-02-27 09:02:00","54395795.66","54337827.47","54880321.77","53414022.06","53664254.42","93925764325.5"
"2021-02-27 13:02:00","54496638.15","54188046.3","55268459.15","54008858.14","54337827.47","275693042748.26"
"2021-02-27 17:02:00","53983248.69","54425401.16","54797356.84","53377692.69","54188046.3","104872177567.47"
"2021-02-27 21:02:00","54247238.89","53699957.23","54863648.99","53458018.37","54425401.16","99469364640.31"
"2021-02-28 01:02:00","53974604.24","54227876.16","54360193.44","53435263.55","53699957.23","210545755458.3"
"2021-02-28 05:02:00","53499197.51","53401437.57","54339711.92","52468589.26","54227876.16","190220676699.12"
"2021-02-28 09:02:00","52831775.06","51534400.61","53955304.72","51484694.54","53401437.57","152406991423.46"
"2021-02-28 13:02:00","51973983.78","51643586.79","52814448.26","51178590.38","51534400.61","127927204466.07"
"2021-02-28 17:02:00","52233845.91","52432787.94","52635840.68","51555575.1","51643586.79","85821775852.48"
"2021-02-28 21:02:00","50994398.05","49804092.55","52606772.55","49541637.68","52432787.94","138033676427.51"
"2021-03-01 01:03:00","50017427.1","50866089.67","50929286.52","49550130.74","49804092.55","90604568492.77"
"2021-03-01 05:03:00","51858236.73","51778606.65","52447619.53","50575685","50866089.67","168607203659.36"
"2021-03-01 09:03:00","53026473.96","53012374.58","53554692.77","51573722.27","51778606.65","225980272735.78"
"2021-03-01 13:03:00","52751714.92","52649662.54","53104883.91","51948263.27","53012374.58","196123490845.42"
"2021-03-01 17:03:00","53657637.32","54024215.57","54229717.07","52649662.54","52649662.54","106476605768.14"
"2021-03-01 21:03:00","54557749.86","55325602.16","55658230.99","53731051.34","54024215.57","105569791552.65"
"2021-03-02 01:03:00","55120237.65","54685558.84","55644481.69","54488227.88","55325602.16","70244128455.27"
"2021-03-02 05:03:00","55902192.17","56391239.99","56739749.1","54510636.93","54685558.84","120426179440.06"
"2021-03-02 09:03:00","55847562.26","55570210.48","57270247.41","55128885.45","56391239.99","364637111103.1"
"2021-03-02 13:03:00","55467053.06","55347997.35","55843707.66","55115731.1","55570210.48","117460359587.42"
"2021-03-02 17:03:00","55698120.8","55629741.05","55971888.77","55249099.76","55347997.35","72831419744.33"
"2021-03-02 21:03:00","55721017.3","55262076.72","56580474.22","55095782.73","55629741.05","89743156040.11"
"2021-03-03 01:03:00","54815819.18","54579985.31","55389669.75","54297401.43","55262076.72","114680175305.27"
"2021-03-03 05:03:00","55337516.9","55973299.11","55973853.79","54381849.25","54579985.31","142063026764.42"
"2021-03-03 09:03:00","55894393.47","55858026.79","56195994.61","55664971.32","55973299.11","158314721114.32"
"2021-03-03 13:03:00","56120078.83","56423546.78","56532897.23","55777157.96","55858026.79","180334016523.63"
"2021-03-03 17:03:00","57774466.97","58215907.97","58453263","56408659.98","56423546.78","140564122638.95"
"2021-03-03 21:03:00","58178301.11","57450816.19","59399797.79","57255123.93","58215907.97","149620045888.22"
"2021-03-04 01:03:00","57981999.28","57772962.82","58433430.49","57322364.16","57450816.19","53173552078.26"
"2021-03-04 05:03:00","58005098.09","57908153.53","58405480.58","57556667.23","57772962.82","64441343770.4"
"2021-03-04 09:03:00","58167240.75","56981061.52","58983724.16","56967425.27","57908153.53","133570016615.33"
"2021-03-04 13:03:00","56966307.34","56965274.47","57480941.65","56420784.6","56981061.52","103634245641.11"
"2021-03-04 17:03:00","56804608.54","56581763.36","58134345.21","56148926.94","56965274.47","183174980932.84"
"2021-03-04 21:03:00","56748419.33","56799334.33","57876557.74","56251627.58","56581763.36","109919985785.65"
"2021-03-05 01:03:00","56280816.08","55670782.39","57348437.01","55404271.2","56799334.33","88692375250.29"
"2021-03-05 05:03:00","56109069.36","56362660.37","56799700.88","55384257.67","55670782.39","63429058544.85"
"2021-03-05 09:03:00","54769457.02","55144646.73","56395231.45","54398810.15","56362660.37","212211381265.81"
"2021-03-05 13:03:00","54885210.63","55163306.17","55262628.4","54444650.2","55144646.73","80656561287.87"
"2021-03-05 17:03:00","54890804.04","55454451.83","55454451.83","54503890.34","55163306.17","69304580275.41"
"2021-03-05 21:03:00","55776373.75","55640550.87","56511509.98","55019153.19","55454451.83","235830874662.6"
"2021-03-06 01:03:00","55799846.87","57053717.17","57053717.17","54855048.2","55640550.87","67689120247.68"
