"date","weighted","close","high","low","open","volume"
"2020-03-18 09:03:00","6616412.47","6739637.65","6892082.39","6375847.33","6785440.09","110367317781.43"
"2020-03-19 09:03:00","7267339.63","7682746.1","8098361.76","6615186.75","6739637.65","156006671741.83"
"2020-03-20 09:03:00","7968451.04","7781167.45","8614226.43","7412840.79","7682746.1","183417248217.62"
"2020-03-21 09:03:00","7763591.98","7733020.67","8086705.99","7427786.3","7781167.45","116993216445.85"
"2020-03-22 09:03:00","7678399.84","7380760.71","7967189.76","7338971.06","7733020.67","90783794528.16"
"2020-03-23 09:03:00","7714691.11","8057856.82","8165389.31","7235688.47","7380760.71","117660920022.99"
"2020-03-24 09:03:00","8211938.34","8364184.86","8403042.2","7895893.45","8057856.82","126410226415.27"
"2020-03-25 09:03:00","8258380.72","8271955.03","8520450.07","8084025.69","8364184.86","104544410588.11"
"2020-03-26 09:03:00","8210009.5","8281829.91","8337027.52","8097263.78","8271955.03","62810020867.34"
"2020-03-27 09:03:00","8187874.21","7888847.43","8361163.99","7828788.58","8281829.91","61724944736.9"
"2020-03-28 09:03:00","7638096.07","7655515.77","7889092.6","7409065.91","7888847.43","75089053115.24"
"2020-03-29 09:03:00","7465552.89","7219413.69","7677840.55","7219413.69","7655515.77","47206333318.04"
"2020-03-30 09:03:00","7676415","7786183.44","8007450.02","7208186.72","7219413.69","88428232258.5"
"2020-03-31 09:03:00","7843603.78","7794803.12","7983880.13","7744797.81","7786183.44","63429890353.52"
"2020-04-01 09:04:00","7739643.63","8059415.54","8096939.06","7537763.69","7794803.12","67818162945.58"
"2020-04-02 09:04:00","8162900.67","8185642.62","8503410.12","7994102.49","8059415.54","109404092563.59"
"2020-04-03 09:04:00","8234732.74","8154600.67","8427064.58","8042517.3","8185642.62","82090650799.27"
"2020-04-04 09:04:00","8195147.23","8245805.68","8323145","8102761.39","8154600.67","47307962518.71"
"2020-04-05 09:04:00","8200262.97","8194631.03","8272672.2","8104533.36","8245805.68","31958146864.36"
"2020-04-06 09:04:00","8488354.26","8788356.46","8788356.46","8185237.6","8194631.03","90391975242.81"
"2020-04-07 09:04:00","8741374.87","8652295.67","8951440.27","8545473.62","8788356.46","109030032358.98"
"2020-04-08 09:04:00","8791806.44","8824529.9","8907937.2","8623884.95","8652295.67","130251052068.65"
"2020-04-09 09:04:00","8796757.92","8807324.65","8851672.31","8648760.01","8824529.9","97787224179.14"
"2020-04-10 09:04:00","8471589.48","8416483.56","8823840.94","8245387.19","8807324.65","121970048351.73"
"2020-04-11 09:04:00","8419703.93","8465046.09","8532364.38","8326701.78","8416483.56","81513174505.34"
"2020-04-12 09:04:00","8526359.28","8463519.73","8747557.16","8345601.13","8465046.09","96287152156.5"
"2020-04-13 09:04:00","8300049.44","8380012.66","8467750.32","8170373.41","8463519.73","126909747943.39"
"2020-04-14 09:04:00","8380501.3","8374272.63","8455434.73","8277231.69","8380012.66","89988817344.48"
"2020-04-15 09:04:00","8284556.67","8108576.71","8412771.27","8093850.34","8374272.63","82268961528.91"
"2020-04-16 09:04:00","8358371.58","8559318.51","8606771.91","7937493.3","8108576.71","170627296016.71"
"2020-04-17 09:04:00","8547902.14","8528398.26","8602979.71","8491674.28","8559318.51","99029839665.56"
"2020-04-18 09:04:00","8645307.12","8716031.76","8748857.35","8516593.61","8528398.26","86501657822.18"
"2020-04-19 09:04:00","8651367.28","8659712.81","8734771.74","8567366.62","8716031.76","80607297814.67"
"2020-04-20 09:04:00","8563822.13","8389863.42","8721414.6","8367000.77","8659712.81","124667412430.67"
"2020-04-21 09:04:00","8406421.41","8409785.57","8495771.72","8310698.23","8389863.42","100588380421.88"
"2020-04-22 09:04:00","8520341.2","8642069.19","8662990.61","8389833.77","8409785.57","92597534509.71"
"2020-04-23 09:04:00","8872237.59","9048517","9164265.03","8569992.59","8642069.19","152306419998.09"
"2020-04-24 09:04:00","9129811.25","9099184.05","9229384.92","8997503.63","9048517","121629262779.72"
"2020-04-25 09:04:00","9160460.73","9163259.74","9262876.53","9067813.64","9099184.05","76549023690.23"
"2020-04-26 09:04:00","9242767.78","9365471.96","9365505.13","9155174.78","9163259.74","86000164676.7"
"2020-04-27 09:04:00","9401289.11","9485432.2","9489479.99","9317604.55","9365471.96","124468743179.03"
"2020-04-28 09:04:00","9388879.51","9418326.87","9488505.53","9346680.55","9485432.2","90630478357.38"
"2020-04-29 09:04:00","10036995.98","10535400.77","10690456.93","9386477.6","9418326.87","246703138242.89"
"2020-04-30 09:04:00","10797453.14","10470759.96","11424094.01","10284004.38","10535400.77","368311168355.05"
"2020-05-01 09:05:00","10718456.89","10766354.18","11036736.96","10454910.3","10470759.96","188647199242.85"
"2020-05-02 09:05:00","10798640.87","10884216.27","10931835.01","10651289.25","10766354.18","118339173710.87"
"2020-05-03 09:05:00","10933920.98","10887442.07","11122462.89","10711179.24","10884216.27","151701483946.66"
"2020-05-04 09:05:00","10702316.01","10848943.73","10949652.03","10456537.83","10887442.07","164451573815.07"
"2020-05-05 09:05:00","10879210.3","10981369.03","11017758.11","10741108.27","10848943.73","148215423770.15"
"2020-05-06 09:05:00","11140596.93","11278976.43","11439479.16","10881692.45","10981369.03","202454391545.32"
"2020-05-07 09:05:00","11596981.63","12005012.48","12058812.98","11135437.85","11278976.43","264302285552"
"2020-05-08 09:05:00","11992591.27","11885351.23","12161962.67","11811194.53","12005012.48","197741640102.65"
"2020-05-09 09:05:00","11702485.03","11548695.1","11952056.98","11471454.14","11885351.23","188964355696.78"
"2020-05-10 09:05:00","10641698.71","10710166.26","11580594.47","10237919.28","11548695.1","285029386660.57"
"2020-05-11 09:05:00","10630280.65","10443978.98","11237534.99","10188069.52","10710166.26","312331146030.75"
"2020-05-12 09:05:00","10649080.06","10678698.79","10846368.11","10407756.44","10443978.98","164563535352.39"
"2020-05-13 09:05:00","10958710.04","11265206.02","11360272.14","10659176.68","10678698.79","182671504703.36"
"2020-05-14 09:05:00","11584690.04","11780201.2","11940539.07","11231638.91","11265206.02","260744496224.72"
"2020-05-15 09:05:00","11494524.89","11320773.78","11830937.11","11244001.05","11780201.2","214662321402.97"
"2020-05-16 09:05:00","11379334","11319797.13","11566517.69","11206066.71","11320773.78","126867170583.72"
"2020-05-17 09:05:00","11586137.51","11615807.42","11821371.08","11277119.93","11319797.13","138411706223.64"
"2020-05-18 09:05:00","11692063.87","11697851.99","11878027.49","11458022.97","11615807.42","168285979857.71"
"2020-05-19 09:05:00","11656107.39","11729741.26","11823496.29","11462298.41","11697851.99","174111705337.6"
"2020-05-20 09:05:00","11636548.56","11530497.54","11784514.5","11377232.77","11729741.26","143916061543.72"
"2020-05-21 09:05:00","11225313.82","11084927.1","11605216.18","10804517.12","11530497.54","212283256683.88"
"2020-05-22 09:05:00","11084032.02","11117615.18","11235545.83","10910040.31","11084927.1","144855330139.06"
"2020-05-23 09:05:00","11169961.46","11134821.34","11293234.43","11051575.35","11117615.18","86417858898.52"
"2020-05-24 09:05:00","11013601.76","10669666.13","11242270.35","10666360.38","11134821.34","114932551309.18"
"2020-05-25 09:05:00","10714082.66","10823810.05","10889430.86","10523046.01","10669666.13","133852748942.52"
"2020-05-26 09:05:00","10770901.58","10733957.49","10919502.16","10610762.57","10823810.05","96193414050.63"
"2020-05-27 09:05:00","10975970.67","11155306.14","11177566.46","10729776.5","10733957.49","130410117408.7"
"2020-05-28 09:05:00","11322661.28","11566381.11","11597233.16","11117863.44","11155306.14","139098554147.18"
"2020-05-29 09:05:00","11443697.03","11399476.79","11599171.49","11279954.71","11566381.11","119245840664.44"
"2020-05-30 09:05:00","11462501.18","11581265.42","11602088.39","11319432.52","11399476.79","86086364107.21"
"2020-05-31 09:05:00","11478044.58","11433149.33","11584792.62","11368276.33","11581265.42","89864021414.13"
"2020-06-01 09:06:00","11584078.38","12085474.47","12142763.29","11413983.78","11433149.33","114382579992.83"
"2020-06-02 09:06:00","11841349.26","11524539.03","12160426.53","11347085.63","12085474.47","170281917900.9"
"2020-06-03 09:06:00","11532279.63","11655809.58","11656089.18","11413087.96","11524539.03","99474330331.93"
"2020-06-04 09:06:00","11683784.08","11779411.72","11860842.67","11475002.93","11655809.58","115539305062.36"
"2020-06-05 09:06:00","11721042.44","11601358.86","11857393.66","11600091.5","11779411.72","94809402489.19"
"2020-06-06 09:06:00","11596362.01","11636503.48","11693440.64","11525295.13","11601358.86","69337083664.11"
"2020-06-07 09:06:00","11571809.48","11686092.13","11762256.36","11380916.82","11636503.48","93824694097.85"
"2020-06-08 09:06:00","11652164.98","11682870.75","11717142.67","11582877.1","11686092.13","75185128428.15"
"2020-06-09 09:06:00","11632025.16","11685586.93","11769655.51","11564719.59","11682870.75","84381851167.59"
"2020-06-10 09:06:00","11661867.06","11736067.02","11838542.21","11594122.17","11685586.93","81265953841.53"
"2020-06-11 09:06:00","11497005.54","11105203.85","11797297.36","11062937.07","11736067.02","124865183131.04"
